node1,node2,weight,label,PA,LP_w,PA_w,L3_w,L3,LP,SP,SP_w
32157,2651727,3.0,1,54,0.0,380.0,0.0,0.0,0,1.0,0.3333333333333333
16035,2490681,5.0,1,8020,180.0,94475.0,0.2993265273601497,0.03177764987904733,5,1.0,0.2
11220,2415159,5.0,1,12726,6319.0,235410.0,11.797877772475246,0.6635446453246907,86,1.0,0.2
1148,2186232,2.0,1,2907,8740.0,41391.0,16.45754525007354,0.9824184030878509,126,1.0,0.5
618987,2851382,0.0,0,36,0.0,540.0,0.0,0.0,0,5.0,1.05
27371,2371164,0.0,0,50,0.0,861.0,0.0,0.0,0,5.0,1.0
598329,2383043,0.0,0,12,0.0,285.0,0.0,0.0,0,7.0,1.4
98812,2248207,0.0,0,27,0.0,352.0,0.0,0.0,0,5.0,1.05
28286,2627180,5.0,1,36,100.0,841.0,1.787425013507906,0.08451542547285165,1,1.0,0.2
78,2148894,5.0,1,64,0.0,1500.0,0.0,0.0,0,1.0,0.2
18193,2310392,0.0,0,260,100.0,5490.0,0.08917878375912902,0.004101185947364234,1,3.0,0.65
15833,2464302,0.0,0,60,0.0,1425.0,0.0,0.0,0,5.0,1.0
1940,2208806,3.0,1,847,255.0,13087.0,2.6996103349370375,0.17822134997704975,4,1.0,0.3333333333333333
3758,2261156,5.0,1,391,680.0,8748.0,8.790563493046552,0.4604503196106832,8,1.0,0.2
28805,2253714,0.0,0,30,0.0,429.0,0.0,0.0,0,5.0,1.1
78519,2835919,5.0,1,21,0.0,455.0,0.0,0.0,0,1.0,0.2
72273,2819374,2.0,1,835,0.0,11942.5,0.0,0.0,0,1.0,0.5
18577,2525661,5.0,1,69,0.0,1610.0,0.0,0.0,0,1.0,0.2
6910,2330002,5.0,1,51,0.0,1005.0,0.0,0.0,0,1.0,0.2
1825125,2888675,0.0,0,9,0.0,126.0,0.0,0.0,0,inf,inf
36197,2203206,0.0,0,42,0.0,858.0,0.0,0.0,0,5.0,1.4
136361,2377057,0.0,0,35,0.0,390.0,0.0,0.0,0,5.0,1.3
47925,2737315,4.0,1,28,0.0,399.0,0.0,0.0,0,1.0,0.25
97008,2884599,5.0,1,301,0.0,7245.0,0.0,0.0,0,1.0,0.2
85670,2417599,0.0,0,21,0.0,253.0,0.0,0.0,0,7.0,1.5
27384,2621477,5.0,1,60,0.0,990.0,0.0,0.0,0,1.0,0.2
558123,3213677,0.0,0,9,0.0,168.0,0.0,0.0,0,inf,inf
2058,2212080,4.0,1,1218,20.0,19872.0,0.02893541048810476,0.005384989797809931,1,1.0,0.25
1620,2199845,5.0,1,105,3225.0,2625.0,27.84775057702801,1.0667304676000648,26,1.0,0.2
52501,2292379,0.0,0,9,0.0,140.0,0.0,0.0,0,7.0,1.4
1147762,2148454,0.0,0,25,0.0,408.0,0.0,0.0,0,5.0,1.0
3628,2257118,5.0,1,7245,10980.0,151606.0,21.513884532462964,1.1048146467619742,131,1.0,0.2
45273,2724556,5.0,1,234,0.0,5280.0,0.0,0.0,0,1.0,0.2
72431,2819829,5.0,1,546,0.0,12030.0,0.0,0.0,0,1.0,0.2
20608,2630140,0.0,0,288,0.0,4352.0,0.0,0.0,0,7.0,1.45
7503,2341413,5.0,1,51,0.0,994.0,0.0,0.0,0,1.0,0.2
19378,2536507,4.0,1,60,0.0,984.0,0.0,0.0,0,1.0,0.25
34498,2665224,1.0,1,25,0.0,120.0,0.0,0.0,0,1.0,1.0
438,2618968,0.0,0,24,0.0,560.0,0.0,0.0,0,7.0,1.45
154888,2644799,0.0,0,28,0.0,561.0,0.0,0.0,0,5.0,1.3
3931,2265802,3.0,1,2701,7187.0,48654.0,40.56081309362196,2.2797614508051716,88,1.0,0.3333333333333333
3724,2260604,5.0,1,486,255.0,11490.0,1.4691952150243541,0.06740854354253834,3,1.0,0.2
14008,2462701,1.0,1,410,104.0,4155.0,1.008415369739005,0.10719847914666984,3,1.0,0.8333333333333333
694975,2980168,0.0,0,12,0.0,200.0,0.0,0.0,0,5.0,1.3499999999999999
24821,2426057,0.0,0,49,0.0,1088.0,0.0,0.0,0,5.0,1.0
4051,2270326,5.0,1,1842,0.0,39793.0,0.0,0.0,0,1.0,0.2
1214110,2267800,0.0,0,12,0.0,150.0,0.0,0.0,0,7.0,1.4999999999999998
6093,2312034,5.0,1,12850,1487.0,270724.0,4.420578054179176,0.26883412839007265,23,1.0,0.2
5005,2292186,4.0,1,464,0.0,6580.0,0.0,0.0,0,1.0,0.25
821,2173769,4.0,1,3937,2308.0,60520.0,7.451813088935007,0.3321813428657558,28,1.0,0.25
2542,2227391,5.0,1,708,0.0,14283.0,0.0,0.0,0,1.0,0.2
24230,2668756,0.0,0,132,0.0,1140.0,0.0,0.0,0,5.0,1.35
1217,2188796,4.0,1,688,1880.0,10318.0,17.325440803034546,1.705542922178042,38,1.0,0.25
89771,2864871,4.0,1,60,0.0,1148.0,0.0,0.0,0,1.0,0.25
9508,2438735,0.0,0,140,0.0,1736.0,0.0,0.0,0,7.0,1.4
166167,2238382,0.0,0,105,0.0,1820.0,0.0,0.0,0,5.0,1.0
1689645,2275583,0.0,0,63,0.0,1056.0,0.0,0.0,0,5.0,1.05
1875307,2915979,0.0,0,15,0.0,375.0,0.0,0.0,0,7.0,1.45
1067208,2431366,0.0,0,20,0.0,384.0,0.0,0.0,0,5.0,1.05
2045625,2484303,0.0,0,12,0.0,240.0,0.0,0.0,0,5.0,1.0
3117,2241622,1.0,1,544,0.0,7668.0,0.0,0.0,0,1.0,1.0
10640,2397686,3.0,1,1022,250.0,22572.0,1.3564410481008982,0.05021873800900267,2,1.0,0.3333333333333333
20898,2556849,4.0,1,24738,4349.0,501436.0,15.882514230612074,0.7012231853845724,43,1.0,0.25
15879,2487243,5.0,1,56,0.0,1088.0,0.0,0.0,0,1.0,0.2
1239189,2369662,0.0,0,55,0.0,690.0,0.0,0.0,0,5.0,1.3
132674,2915184,5.0,1,16,0.0,320.0,0.0,0.0,0,1.0,0.2
260359,2415110,0.0,0,105,380.0,1378.0,0.37302669583464615,0.02384755142848075,5,3.0,0.6000000000000001
480066,2523128,0.0,0,28,0.0,510.0,0.0,0.0,0,5.0,1.0
83475,2156653,0.0,0,280,72.0,4844.0,0.25052510445765125,0.028907908843100533,2,3.0,0.95
286150,2318578,0.0,0,117,0.0,2009.0,0.0,0.0,0,5.0,1.0
6235,2315831,1.0,1,27,0.0,242.0,0.0,0.0,0,1.0,1.0
